ID,Gender,Age,Customer_Type,Type_of_Travel,Class,Flight_Distance,Departure_Delay,Arrival_Delay,Rating
2671,Female,8,Returning,Personal,Economy,597,0,6,4
2672,Female,62,Returning,Personal,Economy,539,42,39,2
2673,Male,37,Returning,Personal,Economy,597,55,43,0
2674,Female,60,Returning,Personal,Economy,597,0,3,4
2675,Female,24,Returning,Personal,Economy,622,0,0,5
2676,Male,25,Returning,Personal,Economy,597,0,0,4
2677,Female,53,Returning,Personal,Economy,622,17,13,4
2678,Female,25,null,Personal,Economy,622,26,21,4
2679,Female,64,Returning,Personal,Economy,622,109,null,3
2680,Female,68,Returning,Personal,Economy,622,0,0,4
2681,Female,26,Returning,Personal,Economy,622,0,3,4
2682,Male,36,Returning,Personal,Economy,539,0,0,4
2683,Male,21,Returning,Personal,Economy,539,0,0,5
2684,Female,64,Returning,Business,Business,597,0,0,5
2685,Female,64,Returning,Personal,Economy Plus,597,0,0,4
2686,Male,15,Returning,Personal,Economy Plus,622,0,0,5
2687,Male,23,First-time,Business,Economy,562,93,93,4
2688,Male,48,Returning,Business,Business,2009,0,0,2
2689,Female,25,First-time,Business,Business,562,21,75,0
2690,Female,51,Returning,Business,Business,3555,0,0,4
2691,Male,38,Returning,Business,Business,562,44,36,3
2692,Female,60,Returning,Business,Business,562,79,89,1
2693,Female,45,Returning,Business,Business,2079,0,0,1
2694,Female,40,Returning,Business,Business,2405,35,40,2
2695,Male,50,Returning,Business,Business,2996,93,89,3
2696,Male,40,Returning,Business,Business,562,10,0,4
2697,Female,35,Returning,Business,Business,3540,8,2,2
2698,Male,33,Returning,Business,Business,2855,146,141,3
2699,Male,56,Returning,Business,Business,2704,0,3,3
2700,Male,20,First-time,Business,Economy,562,44,43,3
2701,Male,37,First-time,Business,Economy,562,42,65,1
2702,Female,32,Returning,Business,Business,562,0,0,3
2703,Female,28,Returning,Business,Business,562,8,3,3
2704,Female,49,Returning,Business,Economy,562,39,30,4
2705,Male,29,Returning,Business,Business,562,0,0,5
2706,Male,46,Returning,Personal,Economy,562,145,138,3
2707,Female,14,Returning,Personal,Economy,562,50,48,5
2708,Male,16,Returning,Personal,Economy,562,0,0,5
2709,Female,20,Returning,Personal,Economy,562,175,186,4
2710,Female,7,Returning,Personal,Economy,562,12,9,2
2711,Male,53,Returning,Personal,Economy,562,0,0,4
2712,Male,19,Returning,Personal,Economy,562,50,44,5
2713,Male,32,Returning,Personal,Economy,562,0,0,3
2714,Male,65,Returning,Personal,Economy,562,0,0,4
2715,Male,42,Returning,Personal,Economy,562,0,0,5
2716,Male,62,null,Personal,Economy,562,0,0,4
2717,Female,38,Returning,Personal,Economy,562,0,0,3
2718,Female,29,Returning,Business,Business,3877,5,3,2
2719,Female,8,Returning,Business,Business,2048,0,0,5
2720,Male,38,Returning,Personal,Economy Plus,562,27,29,5
2721,Female,63,Returning,Personal,Economy Plus,562,17,19,3
2722,Female,56,Returning,Business,Business,2645,227,208,1
2723,Male,60,Returning,Business,Business,2844,0,0,2
2724,Female,25,Returning,Business,Business,772,0,0,4
2725,Female,60,Returning,Business,Business,2521,0,0,3
2726,Male,22,First-time,Business,Business,695,0,0,0
2727,Female,60,Returning,Business,Business,372,0,0,5
2728,Male,25,Returning,Business,Business,3616,0,0,5
2729,Female,32,First-time,Business,Business,772,0,0,4
2730,Male,25,First-time,Business,Business,772,0,0,0
2731,Male,54,Returning,Business,Business,695,0,0,4
2732,Female,31,Returning,Business,Business,695,0,17,2
2733,Male,37,null,Business,Business,2767,41,47,1
2734,Female,26,First-time,Business,Business,772,0,6,3
2735,Female,41,Returning,Business,Business,772,36,13,1
2736,Male,32,Returning,Business,Business,2613,1,0,2
2737,Female,53,Returning,Business,Business,695,0,14,4
2738,Male,42,Returning,Business,Business,772,0,0,1
2739,Female,36,Returning,Business,Economy,772,0,1,4
2740,Male,58,Returning,Business,Business,772,0,0,3
2741,Male,39,First-time,Business,Business,772,0,0,3
2742,Male,30,Returning,Business,Business,3179,0,0,5
2743,Female,30,First-time,Business,Economy,772,25,49,3
2744,Male,40,Returning,Business,Business,2969,0,5,3
2745,Male,18,Returning,Business,Business,3172,0,0,2
2746,Female,33,Returning,Business,Business,772,0,0,4
2747,Female,29,First-time,Business,Economy,772,0,0,1
2748,Male,59,Returning,Business,Business,3778,0,0,2
2749,Female,42,Returning,Business,Economy,695,0,18,2
2750,Female,38,Returning,Business,Business,2597,0,11,4
2751,Female,23,First-time,Business,Economy,772,0,0,1
2752,Male,73,Returning,Business,Business,3178,0,0,1
2753,Male,39,Returning,Business,Economy,372,0,0,5
2754,Male,47,Returning,Personal,Economy,772,27,32,4
2755,Female,18,Returning,Personal,Economy,772,0,null,4
2756,Male,8,Returning,Personal,Economy,772,0,0,3
2757,Male,56,Returning,Personal,Economy,695,0,0,4
2758,Female,30,Returning,Business,Economy Plus,772,0,0,1
2759,Male,58,Returning,Personal,Economy Plus,772,0,0,4
2760,Female,38,Returning,Personal,Economy Plus,695,0,0,4
2761,Male,44,Returning,Personal,Economy Plus,772,0,0,4
2762,Female,32,Returning,Personal,Economy Plus,695,0,6,5
2763,Male,36,Returning,Business,Business,1631,43,27,3
2764,Male,39,First-time,Business,Business,764,10,0,3
2765,Female,49,First-time,Business,Business,764,66,59,1
2766,Female,55,null,Business,Business,764,0,0,2
2767,Female,36,First-time,Business,Business,764,0,15,2
2768,Male,34,Returning,Business,Business,1587,0,0,4
2769,Male,42,null,Personal,Business,764,0,0,4
2770,Male,40,Returning,Personal,Business,765,64,64,4
2771,Female,41,Returning,Business,Business,2679,75,64,1
2772,Male,39,Returning,Business,Business,764,0,0,2
2773,Female,45,Returning,Business,Business,3784,0,0,2
2774,Male,57,null,Business,Business,764,0,0,5
2775,Female,45,First-time,Business,Business,765,27,36,5
2776,Female,53,Returning,Business,Business,1963,1,1,2
2777,Female,57,Returning,Business,Business,2054,0,2,3
2778,Male,44,First-time,Business,Business,764,16,26,1
2779,Male,52,Returning,Business,Business,764,3,0,3
2780,Female,42,Returning,Business,Business,1847,35,35,3
2781,Female,30,Returning,Business,Business,1911,43,44,3
2782,Male,49,Returning,Business,Business,764,0,10,3
2783,Female,52,Returning,Business,Business,1718,40,34,1
2784,Male,47,Returning,Business,Business,3065,57,54,2
2785,Female,49,Returning,Business,Business,1589,180,221,4
2786,Male,56,Returning,Business,Business,764,0,0,4
2787,Female,52,Returning,Business,Business,2413,13,15,4
2788,Female,42,Returning,Business,Business,3167,0,0,1
2789,Female,35,Returning,Business,Business,765,0,21,3
2790,Male,44,Returning,Business,Business,765,0,7,5
2791,Female,22,First-time,Business,Economy,764,67,50,2
2792,Male,24,Returning,Business,Business,3902,0,0,1
2793,Female,17,First-time,Business,Economy,764,0,0,2
2794,Male,44,Returning,Business,Economy,364,0,14,3
2795,Male,39,Returning,Business,Economy,365,0,0,4
2796,Female,70,Returning,Personal,Economy,764,1,0,4
2797,Male,60,Returning,Personal,Economy,765,17,10,5
2798,Male,27,Returning,Personal,Economy,764,0,14,5
2799,Male,55,Returning,Personal,Economy,764,19,7,3
2800,Female,47,Returning,Personal,Economy,764,0,0,4
2801,Male,35,Returning,Personal,Economy,764,0,0,4
2802,Male,70,Returning,Personal,Economy,764,0,0,4
2803,Male,46,Returning,Personal,Economy,764,0,0,3
2804,Male,50,null,Personal,Economy,764,19,28,5
2805,Female,48,Returning,Business,Business,3367,0,0,3
2806,Male,42,Returning,Business,Business,3931,33,25,3
2807,Female,30,First-time,Business,Economy Plus,764,0,6,3
2808,Female,23,First-time,Business,Economy Plus,764,0,0,0
2809,Female,47,Returning,Business,Business,409,0,28,5
2810,Male,21,First-time,Business,Economy,491,0,0,0
2811,Male,17,First-time,Business,Business,409,0,0,2
2812,Male,28,Returning,Business,Business,3178,0,11,1
2813,Male,67,Returning,Business,Business,3906,0,0,2
2814,Male,36,Returning,Personal,Business,409,168,171,4
2815,Female,48,Returning,Business,Business,475,71,63,1
2816,Female,43,Returning,Business,Business,409,1,32,4
2817,Male,17,First-time,Business,Economy,491,0,1,4
2818,Male,52,Returning,Business,Business,2800,0,0,3
2819,Male,44,First-time,Business,Business,409,9,21,2
2820,Female,45,First-time,Business,Business,491,0,0,3
2821,Male,30,Returning,Business,Business,1637,0,0,4
2822,Male,20,First-time,Business,Economy,491,0,0,4
2823,Female,41,Returning,Business,Business,409,0,28,3
2824,Female,48,Returning,Business,Business,2026,2,0,1
2825,Male,56,Returning,Business,Business,2117,0,0,2
2826,Female,31,Returning,Business,Business,491,67,58,4
2827,Female,26,First-time,Business,Business,491,77,61,5
2828,Female,37,Returning,Business,Business,2620,0,25,1
2829,Male,58,Returning,Business,Business,409,11,25,2
2830,Female,47,Returning,Business,Business,409,0,10,5
2831,Female,40,First-time,Business,Business,409,108,114,2
2832,Female,54,Returning,Business,Business,1661,0,9,3
2833,Male,43,Returning,Business,Business,3159,0,5,2
2834,Male,42,Returning,Business,Business,501,0,0,2
2835,Male,69,First-time,Business,Business,491,0,0,4
2836,Female,59,First-time,Business,Economy,475,1,0,4
2837,Female,40,null,Business,Business,409,0,7,5
2838,Female,59,Returning,Business,Business,1832,0,0,1
2839,Male,40,Returning,Business,Business,409,0,2,1
2840,Female,28,Returning,Business,Business,409,227,208,4
2841,Female,57,Returning,Business,Business,2403,0,0,3
2842,Female,44,Returning,Business,Business,2646,3,5,1
2843,Female,48,Returning,Business,Business,1608,0,0,1
2844,Male,59,Returning,Business,Business,491,4,0,1
2845,Male,38,Returning,Business,Business,3227,0,0,3
2846,Female,48,Returning,Business,Business,475,240,298,4
2847,Female,24,Returning,Business,Business,3663,0,0,4
2848,Female,23,First-time,Business,Business,491,8,4,5
2849,Male,51,Returning,Business,Business,2217,27,44,2
2850,Female,17,Returning,Business,Business,2711,11,15,1
2851,Male,40,Returning,Business,Business,2219,0,0,5
2852,Female,54,Returning,Business,Business,491,13,29,2
2853,Female,60,Returning,Business,Business,409,105,136,1
2854,Male,47,Returning,Business,Business,2137,0,0,4
2855,Male,59,Returning,Business,Economy,409,0,7,4
2856,Female,51,Returning,Business,Economy,475,41,72,5
2857,Female,46,Returning,Business,Business,3006,18,13,1
2858,Female,36,null,Business,Business,3655,0,0,1
2859,Female,47,Returning,Business,Business,2420,106,119,3
2860,Male,48,Returning,Business,Economy,491,0,0,4
2861,Female,24,First-time,Business,Economy,409,0,0,0
2862,Male,72,Returning,Business,Business,475,15,null,4
2863,Female,42,Returning,Business,Business,1568,0,7,5
2864,Female,56,Returning,Business,Economy,409,0,0,4
2865,Male,44,First-time,Business,Economy,491,0,27,0
2866,Female,34,Returning,Business,Business,409,6,0,1
2867,Male,37,Returning,Business,Business,3640,0,0,5
2868,Female,25,First-time,Business,Economy,475,37,28,3
2869,Female,22,Returning,Business,Business,475,0,0,5
2870,Female,39,Returning,Business,Business,3827,24,22,3
2871,Male,24,Returning,Business,Economy,409,0,0,1
2872,Female,68,Returning,Personal,Economy,491,0,0,3
2873,Male,68,Returning,Personal,Economy,475,0,20,5
2874,Male,27,Returning,Personal,Economy,491,181,201,2
2875,Male,13,Returning,Personal,Economy,409,0,0,4
2876,Male,12,Returning,Personal,Economy,409,35,43,5
2877,Male,70,Returning,Personal,Economy,475,166,172,3
2878,Female,70,Returning,Personal,Economy,409,0,14,5
2879,Female,48,Returning,Personal,Economy,475,10,46,5
2880,Male,42,Returning,Personal,Economy,409,0,20,5
2881,Female,14,Returning,Personal,Economy,491,0,0,2
2882,Female,7,Returning,Personal,Economy,409,0,9,3
2883,Male,37,Returning,Personal,Economy,475,55,54,1
2884,Male,65,Returning,Personal,Economy,491,0,29,0
2885,Female,14,Returning,Personal,Economy,491,11,0,4
2886,Male,28,Returning,Personal,Economy,491,39,26,5
2887,Female,12,Returning,Personal,Economy,409,0,0,2
2888,Female,14,Returning,Personal,Economy,409,15,28,1
2889,Female,25,Returning,Personal,Economy,409,9,21,3
2890,Male,63,Returning,Personal,Economy,491,6,0,4
2891,Male,66,Returning,Personal,Economy,409,32,41,4
2892,Male,45,Returning,Personal,Economy,491,0,0,2
2893,Female,31,Returning,Personal,Economy,409,0,0,5
2894,Male,21,Returning,Personal,Economy,475,55,42,3
2895,Male,61,Returning,Personal,Economy,409,20,12,1
2896,Male,12,Returning,Personal,Economy,409,10,25,5
2897,Male,30,Returning,Personal,Economy,409,0,4,5
2898,Female,51,Returning,Personal,Economy,409,70,68,5
2899,Male,40,Returning,Personal,Economy,491,36,30,3
2900,Male,51,Returning,Personal,Economy,409,0,30,5
2901,Male,35,Returning,Personal,Economy,409,0,0,4
2902,Male,60,Returning,Personal,Economy,491,22,49,3
2903,Male,39,Returning,Personal,Economy,409,0,0,4
2904,Female,45,Returning,Personal,Economy,491,95,104,5
2905,Female,59,Returning,Personal,Economy,409,0,0,5
2906,Female,14,Returning,Personal,Economy,491,0,0,5
2907,Female,17,Returning,Personal,Economy,409,0,0,4
2908,Male,39,Returning,Personal,Economy,409,0,0,4
2909,Female,19,Returning,Personal,Economy,409,0,0,4
2910,Female,27,First-time,Business,Business,409,0,32,5
2911,Male,27,First-time,Business,Business,409,0,1,2
2912,Female,47,First-time,Business,Economy Plus,491,0,0,3
2913,Male,53,Returning,Business,Economy Plus,409,0,0,5
2914,Female,61,Returning,Business,Economy Plus,409,35,39,2
2915,Female,26,Returning,Personal,Economy Plus,409,0,0,5
2916,Female,44,Returning,Personal,Economy Plus,409,0,0,3
2917,Male,47,Returning,Business,Business,3271,34,46,1
2918,Female,25,First-time,Business,Business,806,0,0,5
2919,Female,49,Returning,Business,Business,859,178,176,5
2920,Female,58,Returning,Personal,Business,859,0,0,5
2921,Female,42,Returning,Personal,Business,806,26,21,5
2922,Female,41,Returning,Business,Business,806,0,0,5
2923,Female,41,Returning,Business,Business,859,0,0,2
2924,Male,45,Returning,Business,Business,806,0,20,5
2925,Female,20,First-time,Business,Economy,806,0,0,3
2926,Male,39,Returning,Business,Business,2620,2,4,5
2927,Female,60,Returning,Business,Business,806,0,0,3
2928,Female,40,Returning,Business,Business,3711,7,0,4
2929,Male,52,null,Business,Business,3153,0,0,3
2930,Female,44,Returning,Personal,Economy,859,0,0,5
2931,Male,41,Returning,Personal,Economy,859,0,98,5
2932,Female,37,Returning,Personal,Economy,806,0,0,4
2933,Female,45,Returning,Personal,Economy,859,0,0,5
2934,Male,67,Returning,Personal,Economy,859,26,29,5
2935,Female,26,Returning,Personal,Economy,806,0,0,5
2936,Female,20,First-time,Business,Economy,737,2,0,1
2937,Male,31,Returning,Business,Business,2939,14,11,2
2938,Female,42,Returning,Business,Business,835,0,0,3
2939,Male,38,Returning,Personal,Business,737,15,82,4
2940,Male,29,Returning,Personal,Business,737,0,0,2
2941,Female,60,Returning,Business,Business,737,0,0,1
2942,Female,24,First-time,Business,Business,737,22,43,4
2943,Female,60,Returning,Business,Business,737,0,10,3
2944,Female,49,Returning,Business,Business,1813,0,0,2
2945,Female,48,null,Business,Business,835,0,0,4
2946,Female,49,Returning,Business,Business,2583,0,42,1
2947,Male,22,First-time,Business,Economy,835,0,0,4
2948,Male,36,Returning,Business,Business,2369,0,0,4
2949,Male,22,Returning,Business,Business,2177,0,0,4
2950,Female,35,First-time,Business,Economy,737,0,0,4
2951,Male,25,First-time,Business,Economy,835,0,0,2
2952,Male,67,Returning,Business,Business,1624,0,7,5
2953,Male,24,First-time,Business,Economy,737,0,2,0
2954,Male,56,Returning,Business,Business,3635,0,0,3
2955,Female,48,Returning,Business,Business,1831,0,0,5
2956,Female,27,First-time,Business,Business,835,15,11,2
2957,Female,50,Returning,Business,Business,835,25,3,2
2958,Male,49,Returning,Business,Business,2857,0,0,5
2959,Male,39,Returning,Business,Economy,737,0,9,1
2960,Female,28,First-time,Business,Business,835,0,0,5
2961,Female,51,Returning,Personal,Economy,737,1,7,5
2962,Female,27,Returning,Personal,Economy,835,0,0,4
2963,Male,62,Returning,Personal,Economy,737,0,0,4
2964,Male,54,Returning,Personal,Economy,737,0,5,5
2965,Female,38,Returning,Personal,Economy,835,0,0,5
2966,Male,57,Returning,Personal,Economy,737,0,0,5
2967,Female,44,Returning,Personal,Economy,737,7,17,1
2968,Male,42,Returning,Business,Business,737,0,0,2
2969,Male,35,null,Business,Business,3373,1,0,1
2970,Female,27,Returning,Business,Economy Plus,835,15,2,3
2971,Male,13,First-time,Business,Business,737,0,0,0
2972,Female,68,Returning,Personal,Economy Plus,737,0,0,4
2973,Female,46,Returning,Business,Business,737,0,10,4
2974,Female,56,Returning,Business,Business,462,0,0,2
2975,Female,45,First-time,Business,Business,462,0,0,4
2976,Female,44,Returning,Business,Business,462,0,0,4
2977,Female,16,Returning,Business,Business,3063,0,0,5
2978,Male,40,Returning,Business,Business,3085,0,0,2
2979,Female,41,Returning,Business,Business,462,185,174,2
2980,Male,12,Returning,Personal,Economy,462,0,0,4
2981,Female,43,Returning,Personal,Economy,462,0,0,4
2982,Female,60,Returning,Personal,Economy,462,59,53,1
2983,Male,46,Returning,Personal,Economy,462,0,0,4
2984,Female,43,Returning,Personal,Economy Plus,462,0,0,4
2985,Male,37,First-time,Business,Business,987,0,0,3
2986,Male,72,Returning,Business,Business,922,4,0,3
2987,Male,52,Returning,Business,Business,3140,0,0,5
2988,Male,34,First-time,Business,Business,862,0,0,3
2989,Male,43,Returning,Business,Business,1793,0,0,4
2990,Male,52,Returning,Business,Business,522,0,4,3
2991,Male,10,Returning,Personal,Business,922,0,0,2
2992,Female,21,Returning,Business,Business,1977,0,2,3
2993,Female,37,Returning,Business,Business,3755,30,74,1
2994,Female,49,Returning,Business,Economy,862,0,21,2
2995,Male,50,Returning,Business,Business,922,0,0,3
2996,Female,20,First-time,Business,Business,862,10,22,0
2997,Female,45,Returning,Business,Business,3173,10,15,5
2998,Female,35,First-time,Business,Business,862,0,0,3
2999,Female,27,Returning,Business,Business,1739,0,0,3
3000,Female,44,Returning,Business,Business,3357,7,10,1
3001,Female,24,First-time,Business,Economy,922,0,12,4
3002,Female,35,Returning,Business,Business,2336,0,0,5
3003,Female,43,Returning,Business,Business,987,0,11,5
3004,Male,43,Returning,Business,Business,922,28,27,4
3005,Male,52,Returning,Business,Business,922,34,48,3
3006,Female,43,Returning,Business,Business,987,11,17,1
3007,Male,47,Returning,Business,Business,862,14,0,2
